sample_id,regime,p1,p2,p3,p4,noise_type,noise_level,h1,h2,h3,h4,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,co11,co12,co13,co14,co15,co16
12,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.4407318141980719,0.23707274320771254,0.16257668711656442,0.15961875547765117,0.15823232323232322,0.08934343434343435,0.06080808080808081,0.09358585858585859,0.0891919191919192,0.04626262626262626,0.031868686868686866,0.05015151515151515,0.061969696969696966,0.031313131313131314,0.022525252525252525,0.032525252525252527,0.09343434343434344,0.04914141414141414,0.033484848484848485,0.05616161616161616
13,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.4364253641441244,0.22680976891906693,0.17325594129887198,0.1635089256379367,0.1618181818181818,0.08287878787878789,0.06161616161616162,0.09247474747474747,0.08186868686868687,0.042222222222222223,0.03393939393939394,0.04919191919191919,0.06106060606060606,0.03398989898989899,0.0252020202020202,0.037575757575757575,0.09358585858585859,0.04792929292929293,0.037626262626262626,0.05702020202020202
14,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.43999123959702147,0.23313622426631625,0.16283399036355672,0.16403854577310556,0.1622222222222222,0.08444444444444445,0.05853535353535354,0.09636363636363636,0.08702020202020203,0.044343434343434344,0.03217171717171717,0.049444444444444444,0.05919191919191919,0.03257575757575758,0.022626262626262626,0.0346969696969697,0.09398989898989898,0.051161616161616165,0.0347979797979798,0.05641414141414142
15,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.439307624890447,0.2258983347940403,0.16860210341805434,0.16619193689745837,0.15974747474747475,0.08262626262626263,0.06065656565656566,0.09808080808080807,0.08257575757575758,0.04348484848484849,0.03262626262626263,0.04727272727272727,0.06106060606060606,0.03212121212121212,0.02393939393939394,0.036464646464646464,0.09808080808080807,0.04818181818181818,0.036464646464646464,0.05661616161616161
16,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.4403759973767625,0.2253798229314679,0.1669034867198601,0.1673406929719095,0.16141414141414143,0.08434343434343435,0.060404040404040404,0.09626262626262626,0.0843939393939394,0.04111111111111111,0.03303030303030303,0.04757575757575758,0.06191919191919192,0.03257575757575758,0.022424242424242423,0.036060606060606064,0.0951010101010101,0.048535353535353536,0.03702020202020202,0.057828282828282826
17,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.43626373626373627,0.23494505494505494,0.1697802197802198,0.159010989010989,0.15878787878787878,0.08333333333333333,0.06116161616161616,0.09292929292929293,0.08393939393939394,0.04772727272727273,0.032373737373737374,0.050050505050505054,0.061464646464646465,0.03277777777777778,0.023737373737373738,0.03691919191919192,0.09267676767676768,0.050050505050505054,0.03747474747474747,0.054595959595959594
18,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.4294014470510853,0.23898267923700942,0.16323174742381058,0.1683841262880947,0.15671717171717173,0.08419191919191919,0.05494949494949495,0.09616161616161616,0.08545454545454545,0.047424242424242424,0.03393939393939394,0.05085858585858586,0.05717171717171717,0.03323232323232323,0.023434343434343436,0.0345959595959596,0.09257575757575758,0.05313131313131313,0.03636363636363636,0.0597979797979798
19,class1_heavy,0.55,0.15,0.15,0.15,gaussian,0.5,0.4428524554303839,0.22443399321885596,0.17073170731707318,0.16198184403368698,0.1643939393939394,0.0844949494949495,0.06217171717171717,0.09378787878787878,0.08232323232323233,0.04151515151515151,0.03257575757575758,0.04904040404040404,0.06267676767676768,0.03232323232323232,0.02414141414141414,0.03702020202020202,0.0951010101010101,0.04727272727272727,0.037626262626262626,0.05353535353535353
20,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19526445264452644,0.43204182041820416,0.21924969249692497,0.1534440344403444,0.0345959595959596,0.07984848484848485,0.04252525252525253,0.03373737373737374,0.0795959595959596,0.17752525252525253,0.09121212121212122,0.07333333333333333,0.04151515151515151,0.09,0.04348484848484849,0.038585858585858585,0.03494949494949495,0.07434343434343435,0.03676767676767677,0.02797979797979798
21,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.1921697243005022,0.4354822178948447,0.22414676642410578,0.1482012913805473,0.03636363636363636,0.07878787878787878,0.04040404040404041,0.03191919191919192,0.0801010101010101,0.17929292929292928,0.09424242424242424,0.07131313131313131,0.04040404040404041,0.09287878787878788,0.04823232323232323,0.037171717171717175,0.03090909090909091,0.073989898989899,0.035505050505050505,0.028484848484848484
22,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.1966505702250077,0.43162437069762666,0.2225418678721874,0.14918319120517826,0.03792929292929293,0.07878787878787878,0.0405050505050505,0.03414141414141414,0.0796969696969697,0.1801010101010101,0.0893939393939394,0.07090909090909091,0.04090909090909091,0.09015151515151515,0.04863636363636364,0.03691919191919192,0.03232323232323232,0.07116161616161616,0.038535353535353534,0.0298989898989899
23,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.1907354149548069,0.44422760887428103,0.2166187345932621,0.14841824157764996,0.03358585858585859,0.0802020202020202,0.038131313131313134,0.033484848484848485,0.07833333333333334,0.18757575757575756,0.09232323232323232,0.07449494949494949,0.041212121212121214,0.09171717171717171,0.04388888888888889,0.03409090909090909,0.03232323232323232,0.07323232323232323,0.03671717171717172,0.028686868686868688
24,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19370385561936013,0.43242411812961445,0.21913453650533224,0.15473748974569318,0.0354040404040404,0.08176767676767677,0.040606060606060604,0.031464646464646466,0.07782828282828283,0.17747474747474748,0.09095959595959596,0.0752020202020202,0.04212121212121212,0.08737373737373737,0.04575757575757576,0.038232323232323236,0.03373737373737374,0.07484848484848484,0.03621212121212121,0.03101010101010101
25,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19430794430794432,0.4427723177723178,0.2110974610974611,0.15182227682227684,0.03601010101010101,0.08217171717171717,0.03904040404040404,0.032525252525252527,0.08252525252525253,0.18767676767676766,0.08803030303030303,0.07368686868686869,0.03939393939393939,0.0897979797979798,0.042323232323232325,0.0353030303030303,0.031818181818181815,0.07318181818181818,0.03671717171717172,0.0297979797979798
26,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19058388157894737,0.4369860197368421,0.22029194078947367,0.15213815789473684,0.03525252525252525,0.08156565656565656,0.03883838383838384,0.0297979797979798,0.0796969696969697,0.17702020202020202,0.09191919191919191,0.07631313131313132,0.040656565656565655,0.09005050505050505,0.04661616161616162,0.03727272727272727,0.0301010101010101,0.07641414141414142,0.03691919191919192,0.03156565656565657
27,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.1929267042542286,0.43505894413121476,0.2169144028703229,0.15509994874423372,0.0351010101010101,0.08070707070707071,0.03994949494949495,0.03262626262626263,0.08015151515151515,0.17909090909090908,0.0906060606060606,0.07414141414141415,0.040303030303030306,0.08924242424242425,0.04252525252525253,0.03949494949494949,0.032878787878787875,0.075,0.038636363636363635,0.029545454545454545
28,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19529170931422724,0.42149437052200617,0.22579324462640737,0.15742067553735925,0.03787878787878788,0.07535353535353535,0.04398989898989899,0.033383838383838384,0.07843434343434344,0.17297979797979798,0.08838383838383838,0.07186868686868687,0.04111111111111111,0.09035353535353535,0.04813131313131313,0.04085858585858586,0.033535353535353536,0.07313131313131313,0.04015151515151515,0.030454545454545453
29,class2_heavy,0.15,0.55,0.15,0.15,gaussian,0.5,0.19234322077388893,0.43610797495637893,0.22128707790208355,0.15026172636764856,0.032878787878787875,0.08015151515151515,0.042777777777777776,0.031868686868686866,0.07944444444444444,0.18196969696969698,0.09156565656565657,0.07171717171717172,0.04217171717171717,0.08974747474747474,0.04550505050505051,0.037575757575757575,0.03277777777777778,0.07282828282828283,0.03621212121212121,0.03080808080808081
30,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.13686692638917367,0.22165265532089398,0.4279270043059258,0.21355341398400657,0.017777777777777778,0.03015151515151515,0.05595959595959596,0.029646464646464647,0.028636363636363637,0.04656565656565657,0.09227272727272727,0.04883838383838384,0.05409090909090909,0.08964646464646464,0.1759090909090909,0.09762626262626263,0.03328282828282828,0.049444444444444444,0.09348484848484849,0.056666666666666664
31,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.13643824374230612,0.21522363561756258,0.43249897414854327,0.21583914649158803,0.01813131313131313,0.02772727272727273,0.05590909090909091,0.031363636363636364,0.028535353535353535,0.042676767676767674,0.08818181818181818,0.05015151515151515,0.05792929292929293,0.08848484848484849,0.17696969696969697,0.09828282828282828,0.028585858585858586,0.05075757575757576,0.10075757575757575,0.05555555555555555
32,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.1256255745072005,0.22234705341640282,0.43774895312021245,0.21427841895618424,0.015,0.02772727272727273,0.051161616161616165,0.02878787878787879,0.026060606060606062,0.0452020202020202,0.0953030303030303,0.05141414141414141,0.053585858585858584,0.09297979797979798,0.18388888888888888,0.09823232323232323,0.02803030303030303,0.05191919191919192,0.09853535353535353,0.052171717171717175
33,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.12576875768757687,0.22252972529725298,0.4349118491184912,0.21678966789667897,0.014242424242424242,0.0251010101010101,0.05388888888888889,0.0297979797979798,0.026868686868686868,0.04570707070707071,0.09232323232323232,0.051616161616161615,0.05308080808080808,0.09419191919191919,0.1753030303030303,0.10136363636363636,0.028434343434343434,0.05232323232323232,0.10212121212121213,0.053636363636363635
34,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.1324632617408283,0.21673003802281368,0.4290412085088891,0.22176549172746893,0.017272727272727273,0.026262626262626262,0.056313131313131315,0.02893939393939394,0.025707070707070706,0.0446969696969697,0.08883838383838384,0.051515151515151514,0.05338383838383838,0.08949494949494949,0.17136363636363636,0.10277777777777777,0.03277777777777778,0.05025252525252525,0.1009090909090909,0.059494949494949496
35,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.1348775238290458,0.21369273342215844,0.4227733934611049,0.22865634928769088,0.01707070707070707,0.026565656565656567,0.05515151515151515,0.03303030303030303,0.02898989898989899,0.04212121212121212,0.08575757575757575,0.05191919191919192,0.052575757575757574,0.08818181818181818,0.17085858585858585,0.10035353535353535,0.03333333333333333,0.051616161616161615,0.1005050505050505,0.061969696969696966
36,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.12855237508977121,0.2124756335282651,0.43244075100030777,0.2265312403816559,0.01575757575757576,0.025808080808080808,0.05348484848484848,0.0301010101010101,0.026767676767676767,0.04207070707070707,0.08601010101010101,0.052626262626262625,0.05388888888888889,0.08767676767676767,0.1759090909090909,0.10388888888888889,0.02904040404040404,0.05146464646464646,0.10565656565656566,0.059848484848484845
37,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.12802945086409653,0.22200634011657633,0.4340934655895286,0.21587074342979856,0.01575757575757576,0.02414141414141414,0.05378787878787879,0.03111111111111111,0.02590909090909091,0.04828282828282828,0.09494949494949495,0.04767676767676768,0.054595959595959594,0.09348484848484849,0.17545454545454545,0.10136363636363636,0.02878787878787879,0.05106060606060606,0.10005050505050506,0.053585858585858584
38,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.13064400532405038,0.22412204361625884,0.42592402989659056,0.21930992116310025,0.016666666666666666,0.028383838383838383,0.05227272727272727,0.030252525252525253,0.027878787878787878,0.04792929292929293,0.09186868686868686,0.05126262626262626,0.053232323232323235,0.09156565656565657,0.17459595959595958,0.09691919191919192,0.029949494949494948,0.051515151515151514,0.09722222222222222,0.05848484848484849
39,class3_heavy,0.15,0.15,0.55,0.15,gaussian,0.5,0.13162480779087649,0.21568426447975397,0.435366478728857,0.21732444900051257,0.01611111111111111,0.02727272727272727,0.055252525252525254,0.029343434343434345,0.02772727272727273,0.043838383838383836,0.08914141414141415,0.04984848484848485,0.05454545454545454,0.08969696969696969,0.1787878787878788,0.10196969696969697,0.029696969696969697,0.0498989898989899,0.10116161616161616,0.055707070707070705
40,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.1267274030095199,0.1572320605998567,0.21424915549186202,0.5017913808987614,0.01595959595959596,0.018737373737373737,0.025808080808080808,0.06323232323232324,0.019747474747474746,0.023434343434343436,0.03424242424242424,0.07621212121212122,0.025303030303030303,0.031313131313131314,0.042676767676767674,0.10954545454545454,0.06287878787878788,0.08040404040404041,0.10651515151515152,0.263989898989899
41,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.13280049185367354,0.16261912081155855,0.2099600368890255,0.4946203504457424,0.01702020202020202,0.02025252525252525,0.02585858585858586,0.06651515151515151,0.020606060606060607,0.0251010101010101,0.03207070707070707,0.081010101010101,0.027171717171717173,0.03282828282828283,0.04242424242424243,0.10227272727272728,0.06439393939393939,0.08035353535353536,0.10444444444444445,0.25767676767676767
42,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.12721681189133777,0.15448487954894927,0.2176319835981548,0.5006663249615582,0.0148989898989899,0.018484848484848486,0.025353535353535354,0.06494949494949495,0.01787878787878788,0.022171717171717172,0.03176767676767677,0.07883838383838383,0.02666666666666667,0.032373737373737374,0.04555555555555556,0.10792929292929293,0.06484848484848485,0.07787878787878788,0.10994949494949495,0.26045454545454544
43,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.12840188254552895,0.1603233067321465,0.21874360548393698,0.49253120523838756,0.01494949494949495,0.0198989898989899,0.027373737373737373,0.06353535353535354,0.018484848484848486,0.024242424242424242,0.033535353535353536,0.0802020202020202,0.02702020202020202,0.03282828282828283,0.046363636363636364,0.10772727272727273,0.0648989898989899,0.07964646464646465,0.10601010101010101,0.2532828282828283
44,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.12660174269605332,0.1565351101998975,0.22101486417221938,0.4958482829318298,0.014343434343434344,0.01919191919191919,0.027676767676767678,0.06227272727272727,0.017222222222222222,0.023686868686868687,0.03373737373737374,0.07777777777777778,0.026818181818181817,0.031818181818181815,0.04838383838383838,0.10863636363636364,0.06505050505050505,0.07803030303030303,0.10601010101010101,0.2593434343434343
45,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.12668573763792398,0.15253371475275848,0.2193502247650184,0.5014303228442991,0.015353535353535354,0.017474747474747476,0.026818181818181817,0.06414141414141414,0.01813131313131313,0.023585858585858585,0.03217171717171717,0.07570707070707071,0.025454545454545455,0.03217171717171717,0.04565656565656566,0.11171717171717171,0.06515151515151515,0.07606060606060606,0.10984848484848485,0.26055555555555554
46,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.1305866639268468,0.1531901777458132,0.2126785163875475,0.5035446419397924,0.015151515151515152,0.020404040404040404,0.026313131313131313,0.0652020202020202,0.018838383838383838,0.022626262626262626,0.03212121212121212,0.07545454545454545,0.025808080808080808,0.03116161616161616,0.04297979797979798,0.10676767676767676,0.06696969696969697,0.0752020202020202,0.1055050505050505,0.2694949494949495
47,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.13366792993956775,0.158148110212025,0.22329202089521663,0.4848919389531906,0.01691919191919192,0.021363636363636362,0.027676767676767678,0.06414141414141414,0.021212121212121213,0.023636363636363636,0.03313131313131313,0.07712121212121212,0.028838383838383837,0.03383838383838384,0.04702020202020202,0.10843434343434344,0.06388888888888888,0.07565656565656566,0.11,0.24712121212121213
48,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.12566571077427283,0.1517820565342073,0.21466612044244163,0.5078861122490782,0.014696969696969696,0.01702020202020202,0.026060606060606062,0.06474747474747475,0.01616161616161616,0.02419191919191919,0.030707070707070707,0.07691919191919191,0.026515151515151516,0.031313131313131314,0.043282828282828284,0.10873737373737374,0.0652020202020202,0.075,0.10898989898989898,0.27045454545454545
49,class4_heavy,0.15,0.15,0.15,0.55,gaussian,0.5,0.13000205212394828,0.15698748204391547,0.21424174020110814,0.4987687256310281,0.01702020202020202,0.020404040404040404,0.025505050505050506,0.06363636363636363,0.019646464646464648,0.02212121212121212,0.031363636363636364,0.07984848484848485,0.025505050505050506,0.031414141414141415,0.043838383838383836,0.10808080808080808,0.06494949494949495,0.07888888888888888,0.10813131313131313,0.2596464646464646
50,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.3095034246575342,0.21029537671232876,0.3260916095890411,0.1541095890410959,0.08287878787878789,0.058333333333333334,0.08747474747474747,0.0603030303030303,0.05712121212121212,0.03888888888888889,0.05954545454545455,0.04055555555555555,0.08813131313131313,0.05853535353535354,0.09378787878787878,0.06429292929292929,0.06070707070707071,0.04111111111111111,0.06398989898989899,0.044343434343434344
51,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.3138912671232877,0.206763698630137,0.3240582191780822,0.15528681506849315,0.08727272727272728,0.05646464646464647,0.08691919191919192,0.06257575757575758,0.05348484848484848,0.03722222222222222,0.06060606060606061,0.04186868686868687,0.08853535353535354,0.058434343434343436,0.09237373737373737,0.06358585858585858,0.06358585858585858,0.041313131313131315,0.06308080808080808,0.042676767676767674
52,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.3087183865115783,0.2053142674207662,0.3244050795005869,0.16156226656706862,0.08671717171717172,0.054343434343434346,0.08858585858585859,0.0596969696969697,0.05641414141414142,0.037070707070707073,0.05818181818181818,0.04095959595959596,0.08474747474747475,0.05929292929292929,0.09237373737373737,0.06742424242424243,0.061464646464646465,0.041666666666666664,0.06439393939393939,0.04666666666666667
53,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.30523162512035945,0.20402268107414143,0.3304803680325238,0.16026532577297528,0.08348484848484848,0.05378787878787879,0.08858585858585859,0.05954545454545455,0.05287878787878788,0.03691919191919192,0.05762626262626263,0.043333333333333335,0.08828282828282828,0.060454545454545455,0.095,0.06550505050505051,0.06060606060606061,0.0398989898989899,0.06686868686868687,0.04722222222222222
54,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.31243962648921325,0.204142964473543,0.3269292690780294,0.15648813995921435,0.08535353535353535,0.056767676767676765,0.08808080808080808,0.06121212121212121,0.055202020202020204,0.0352020202020202,0.05823232323232323,0.04212121212121212,0.08823232323232323,0.05656565656565657,0.09308080808080808,0.06641414141414141,0.06328282828282829,0.041313131313131315,0.06454545454545454,0.044393939393939395
55,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.3095899188381034,0.20760358821016658,0.3229389149935925,0.15986757795813755,0.08398989898989899,0.06025252525252525,0.08742424242424242,0.05808080808080808,0.05414141414141414,0.03803030303030303,0.05868686868686869,0.04303030303030303,0.09,0.05580808080808081,0.09075757575757576,0.06661616161616161,0.061464646464646465,0.04045454545454545,0.06570707070707071,0.04555555555555556
56,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.30936865719474416,0.21044760175194957,0.3245379767118898,0.15564576434141653,0.08363636363636363,0.05858585858585859,0.08797979797979798,0.05994949494949495,0.05974747474747475,0.038636363636363635,0.05853535353535354,0.04015151515151515,0.08631313131313131,0.05868686868686869,0.09313131313131313,0.06565656565656566,0.0601010101010101,0.040757575757575756,0.0645959595959596,0.04353535353535354
57,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.31128738342802015,0.20656018865902026,0.32725908457498126,0.15489334333797836,0.08646464646464647,0.05621212121212121,0.08843434343434343,0.05914141414141414,0.05616161616161616,0.037171717171717175,0.057777777777777775,0.04156565656565656,0.08833333333333333,0.058383838383838385,0.09191919191919191,0.06656565656565656,0.05924242424242424,0.041313131313131315,0.06666666666666667,0.04464646464646465
58,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.31558691468890315,0.20034209963651914,0.32638443446653836,0.15768655120803934,0.08777777777777777,0.05232323232323232,0.09166666666666666,0.06287878787878788,0.0547979797979798,0.03631313131313131,0.05792929292929293,0.03878787878787879,0.09156565656565657,0.05808080808080808,0.09202020202020202,0.06358585858585858,0.06080808080808081,0.04111111111111111,0.06398989898989899,0.046363636363636364
59,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,0.5,0.308884849780819,0.20292954132363947,0.3332620549556292,0.15492355393991233,0.08171717171717172,0.05242424242424242,0.09328282828282829,0.06126262626262626,0.055303030303030305,0.037676767676767677,0.05787878787878788,0.03883838383838384,0.08969696969696969,0.060909090909090906,0.09626262626262626,0.06525252525252526,0.06212121212121212,0.038636363636363635,0.06404040404040404,0.0446969696969697
60,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,0.5,0.30448272172889695,0.16433080132662886,0.1632609393388253,0.3679255376056489,0.07964646464646465,0.044393939393939395,0.044393939393939395,0.1158080808080808,0.04202020202020202,0.023181818181818182,0.025050505050505052,0.06358585858585858,0.04611111111111111,0.02282828282828283,0.021212121212121213,0.06252525252525253,0.11702020202020202,0.06363636363636363,0.06166666666666667,0.1669191919191919
61,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,0.5,0.3099102947458351,0.1554891072191371,0.16381888082016233,0.37078171721486547,0.0852020202020202,0.042323232323232325,0.0453030303030303,0.11732323232323233,0.03909090909090909,0.02025252525252525,0.023484848484848483,0.06267676767676768,0.04404040404040404,0.022424242424242423,0.023434343434343436,0.06363636363636363,0.12176767676767676,0.06065656565656566,0.060909090909090906,0.16747474747474747
62,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,0.5,0.31358103779628443,0.15129190689728805,0.1551355968396327,0.3799914584667948,0.08616161616161616,0.040707070707070706,0.04287878787878788,0.12414141414141414,0.041717171717171715,0.020353535353535353,0.020505050505050505,0.05914141414141414,0.04212121212121212,0.021212121212121213,0.02095959595959596,0.06101010101010101,0.12393939393939393,0.059444444444444446,0.06070707070707071,0.175
63,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,0.5,0.3032927090014967,0.15234124438742783,0.16452854393842206,0.3798375026726534,0.08247474747474748,0.04202020202020202,0.043282828282828284,0.11611111111111111,0.04242424242424243,0.019393939393939394,0.020303030303030302,0.060353535353535354,0.04292929292929293,0.021515151515151515,0.023181818181818182,0.06585858585858585,0.1159090909090909,0.05964646464646465,0.06732323232323233,0.17727272727272728
