sample_id,regime,p1,p2,p3,p4,noise_type,noise_level,h1,h2,h3,h4,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,co11,co12,co13,co14,co15,co16
10,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2541037426132633,0.27393302692055155,0.21405121470781352,0.25791201575837164,0.03666666666666667,0.03904040404040404,0.03323232323232323,0.08474747474747475,0.04151515151515151,0.042828282828282827,0.033535353535353536,0.09095959595959596,0.03222222222222222,0.0353030303030303,0.02702020202020202,0.06797979797979797,0.08348484848484848,0.09166666666666666,0.06934343434343435,0.19045454545454546
11,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2526630293582749,0.26851130163678877,0.217329176409457,0.26149649259547936,0.03691919191919192,0.03934343434343434,0.03085858585858586,0.08727272727272728,0.040606060606060604,0.04292929292929293,0.03368686868686869,0.08914141414141415,0.033383838383838384,0.03580808080808081,0.029747474747474748,0.06838383838383838,0.08398989898989899,0.08868686868686869,0.07303030303030303,0.18621212121212122
12,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2528075215460956,0.2626012013580569,0.21650561504309218,0.2680856620527553,0.03772727272727273,0.04090909090909091,0.03116161616161616,0.08358585858585858,0.038585858585858585,0.039292929292929296,0.03575757575757576,0.08757575757575757,0.031818181818181815,0.03262626262626263,0.02873737373737374,0.07262626262626262,0.08515151515151514,0.08893939393939394,0.0702020202020202,0.1953030303030303
13,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.25285096342902086,0.2659588412635994,0.21863940228077075,0.262550793026609,0.03696969696969697,0.03681818181818182,0.03308080808080808,0.08626262626262626,0.039595959595959594,0.041262626262626265,0.03323232323232323,0.0893939393939394,0.03323232323232323,0.033535353535353536,0.026111111111111113,0.07328282828282828,0.08272727272727273,0.09161616161616161,0.07414141414141415,0.18873737373737373
14,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2539328788673309,0.26900891452543263,0.21316203460933403,0.26389617199790244,0.036060606060606064,0.04045454545454545,0.03106060606060606,0.08611111111111111,0.039595959595959594,0.041767676767676766,0.03318181818181818,0.09090909090909091,0.03227272727272727,0.03429292929292929,0.026767676767676767,0.06934343434343435,0.08606060606060606,0.08863636363636364,0.07106060606060606,0.19242424242424241
15,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2602577590741715,0.26564965807469754,0.21212519726459758,0.26196738558653343,0.038181818181818185,0.04106060606060606,0.031464646464646466,0.08691919191919192,0.041616161616161614,0.04005050505050505,0.03196969696969697,0.08883838383838384,0.03308080808080808,0.03191919191919192,0.026363636363636363,0.0701010101010101,0.08505050505050506,0.08904040404040404,0.07176767676767677,0.19257575757575757
16,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.26067708333333334,0.271484375,0.21015625,0.2576822916666667,0.04151515151515151,0.042676767676767674,0.03373737373737374,0.08232323232323233,0.0405050505050505,0.04358585858585859,0.03388888888888889,0.0903030303030303,0.03282828282828283,0.03227272727272727,0.025353535353535354,0.07156565656565657,0.08535353535353535,0.08984848484848484,0.06843434343434343,0.1858080808080808
17,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.25446133509583607,0.27825512227362853,0.21044282881692003,0.25684071381361534,0.038131313131313134,0.0401010101010101,0.03015151515151515,0.08419191919191919,0.04085858585858586,0.04505050505050505,0.03297979797979798,0.09151515151515152,0.029191919191919193,0.033383838383838384,0.025404040404040405,0.07136363636363637,0.0842929292929293,0.09232323232323232,0.07025252525252525,0.19080808080808082
18,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.26265533028122956,0.26265533028122956,0.21294964028776978,0.2617396991497711,0.04040404040404041,0.039646464646464645,0.03262626262626263,0.08858585858585859,0.04217171717171717,0.040606060606060604,0.03212121212121212,0.08575757575757575,0.032474747474747476,0.03227272727272727,0.02585858585858586,0.07186868686868687,0.0856060606060606,0.08803030303030303,0.07252525252525252,0.18944444444444444
19,class1_heavy,0.55,0.15,0.15,0.15,gaussian,1.5,0.2598840274117027,0.26858197153400104,0.21151818661043753,0.26001581444385874,0.039242424242424245,0.0401010101010101,0.03257575757575758,0.085,0.04181818181818182,0.04252525252525253,0.03222222222222222,0.08747474747474747,0.03101010101010101,0.03151515151515152,0.026818181818181817,0.07151515151515152,0.08515151515151514,0.08984848484848484,0.06914141414141414,0.19404040404040404
20,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.21382466846614248,0.2533740171341392,0.23635723506630676,0.29644407933341155,0.03409090909090909,0.04090909090909091,0.03833333333333333,0.06909090909090909,0.03883838383838384,0.04782828282828283,0.042727272727272725,0.08661616161616162,0.036515151515151514,0.041666666666666664,0.042272727272727274,0.0809090909090909,0.07252525252525252,0.0855050505050505,0.07803030303030303,0.16414141414141414
21,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.21107591223747507,0.2636395635339669,0.24240290977355392,0.2828816144550041,0.03363636363636364,0.04080808080808081,0.038131313131313134,0.06722222222222222,0.04015151515151515,0.05146464646464646,0.04732323232323232,0.08595959595959596,0.03696969696969697,0.04525252525252525,0.043383838383838386,0.08070707070707071,0.0692929292929293,0.08681818181818182,0.07792929292929293,0.15494949494949495
22,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.20480075676954002,0.2641598675653305,0.2387371408300816,0.2923022348350479,0.030353535353535355,0.04055555555555555,0.035555555555555556,0.06656565656565656,0.03732323232323232,0.05191919191919192,0.04616161616161616,0.08833333333333333,0.03686868686868687,0.040606060606060604,0.040757575757575756,0.08333333333333333,0.06868686868686869,0.0903030303030303,0.0794949494949495,0.16318181818181818
23,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.21291079812206573,0.2619718309859155,0.2353286384976526,0.2897887323943662,0.03282828282828283,0.04045454545454545,0.03666666666666667,0.07176767676767677,0.039696969696969696,0.04934343434343434,0.04878787878787879,0.08555555555555555,0.03641414141414141,0.045858585858585856,0.040202020202020204,0.07767676767676768,0.07292929292929293,0.08747474747474747,0.07494949494949495,0.1593939393939394
24,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.20614913417363648,0.26587348333137,0.24302037931440687,0.28495700318058664,0.03202020202020202,0.03848484848484848,0.03636363636363636,0.06792929292929292,0.03949494949494949,0.05227272727272727,0.04606060606060606,0.08757575757575757,0.03358585858585859,0.047474747474747475,0.04085858585858586,0.08404040404040404,0.07005050505050504,0.08742424242424242,0.08297979797979797,0.15338383838383837
25,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.20831860492517967,0.2642865559090373,0.24260633910686932,0.28478850005891365,0.029696969696969697,0.03909090909090909,0.037626262626262626,0.0704040404040404,0.04116161616161616,0.049595959595959596,0.04398989898989899,0.088989898989899,0.037626262626262626,0.04762626262626263,0.04262626262626262,0.07838383838383839,0.06792929292929292,0.08797979797979798,0.08202020202020202,0.15525252525252525
26,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.2062529719448407,0.2627199239182121,0.23478364241559677,0.29624346172135047,0.029545454545454545,0.03843434343434343,0.03398989898989899,0.07176767676767677,0.03883838383838384,0.04808080808080808,0.042323232323232325,0.09156565656565657,0.03439393939393939,0.0445959595959596,0.03843434343434343,0.07984848484848485,0.07090909090909091,0.09015151515151515,0.08262626262626263,0.1644949494949495
27,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.21217086015213577,0.2607372732592159,0.23510825043885314,0.2919836161497952,0.03409090909090909,0.040303030303030306,0.03691919191919192,0.06994949494949496,0.04116161616161616,0.050101010101010104,0.043838383838383836,0.08762626262626262,0.03570707070707071,0.044797979797979795,0.040757575757575756,0.0796969696969697,0.07025252525252525,0.08762626262626262,0.07898989898989899,0.15818181818181817
28,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.2098488427019367,0.25873878129428435,0.23984411903637223,0.2915682569674067,0.029242424242424243,0.03893939393939394,0.03803030303030303,0.07166666666666667,0.03974747474747475,0.04818181818181818,0.04363636363636364,0.08712121212121213,0.03580808080808081,0.04414141414141414,0.04257575757575757,0.08015151515151515,0.07267676767676767,0.08818181818181818,0.07919191919191919,0.16070707070707071
29,class2_heavy,0.15,0.55,0.15,0.15,gaussian,1.5,0.20375586854460093,0.265962441314554,0.23896713615023474,0.29131455399061035,0.028585858585858586,0.039646464646464645,0.03777777777777778,0.06782828282828283,0.04085858585858586,0.050555555555555555,0.04353535353535354,0.09176767676767676,0.03626262626262626,0.04560606060606061,0.04095959595959596,0.08065656565656566,0.06797979797979797,0.09090909090909091,0.0809090909090909,0.15616161616161617
30,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.1590070446159007,0.22732863692273286,0.2542770882254277,0.3593872302359387,0.02025252525252525,0.0298989898989899,0.03176767676767677,0.059848484848484845,0.028383838383838383,0.040656565656565655,0.04722222222222222,0.08727272727272728,0.031868686868686866,0.046363636363636364,0.052222222222222225,0.09707070707070707,0.06156565656565657,0.08616161616161616,0.09641414141414141,0.18303030303030304
31,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15092217723796672,0.22660818713450293,0.24977507872244714,0.37269455690508324,0.01691919191919192,0.026717171717171716,0.03085858585858586,0.0603030303030303,0.028383838383838383,0.039595959595959594,0.045808080808080805,0.08772727272727272,0.029949494949494948,0.044444444444444446,0.049545454545454545,0.09808080808080807,0.058838383838383836,0.09045454545454545,0.09565656565656566,0.1967171717171717
32,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15418157423971376,0.22361359570661896,0.2506708407871199,0.3715339892665474,0.01904040404040404,0.02696969696969697,0.030404040404040406,0.06126262626262626,0.02797979797979798,0.03702020202020202,0.04702020202020202,0.08803030303030303,0.03095959595959596,0.0451010101010101,0.048484848484848485,0.1,0.059848484848484845,0.09095959595959596,0.09782828282828283,0.1890909090909091
33,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15187598292518537,0.2263536283981128,0.2554482138845203,0.36632217479218154,0.018383838383838384,0.029595959595959596,0.03106060606060606,0.05611111111111111,0.027121212121212122,0.040202020202020204,0.0446969696969697,0.0891919191919192,0.028434343434343434,0.047525252525252526,0.05136363636363636,0.10010101010101011,0.06136363636363636,0.0842929292929293,0.1003030303030303,0.19025252525252526
34,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15698587127158556,0.22785377887418704,0.2477012783135232,0.3674590715407042,0.01914141414141414,0.028535353535353535,0.031363636363636364,0.06101010101010101,0.02904040404040404,0.040656565656565655,0.044393939393939395,0.0890909090909091,0.031212121212121212,0.04393939393939394,0.04909090909090909,0.09616161616161616,0.06070707070707071,0.0898989898989899,0.09616161616161616,0.1895959595959596
35,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.1515763491529227,0.22674744754852463,0.2561427128912824,0.3655334904072703,0.019848484848484848,0.028686868686868688,0.031212121212121212,0.055202020202020204,0.027525252525252526,0.039646464646464645,0.046919191919191916,0.08792929292929293,0.029393939393939392,0.047373737373737373,0.05136363636363636,0.1006060606060606,0.05848484848484849,0.08646464646464647,0.09863636363636363,0.1907070707070707
36,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.1501066576849669,0.2370046031211407,0.24542494667115752,0.3674637925227349,0.01787878787878788,0.027626262626262627,0.02914141414141414,0.05914141414141414,0.027626262626262627,0.048434343434343434,0.04681818181818182,0.08883838383838384,0.03,0.044393939393939395,0.04671717171717172,0.09717171717171717,0.05823232323232323,0.09070707070707071,0.096010101010101,0.19126262626262627
37,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15436013590033976,0.22197055492638731,0.2546998867497169,0.36896942242355607,0.01914141414141414,0.025606060606060604,0.030404040404040406,0.060505050505050506,0.027121212121212122,0.038585858585858585,0.04297979797979798,0.08737373737373737,0.030353535353535355,0.04323232323232323,0.051565656565656565,0.10005050505050506,0.0597979797979798,0.08828282828282828,0.10010101010101011,0.1948989898989899
38,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15708683473389357,0.22397759103641457,0.25669467787114847,0.3622408963585434,0.0198989898989899,0.02909090909090909,0.031414141414141415,0.0597979797979798,0.029242424242424243,0.03792929292929293,0.04606060606060606,0.08666666666666667,0.03101010101010101,0.04828282828282828,0.053282828282828286,0.09671717171717172,0.06025252525252525,0.08419191919191919,0.09833333333333333,0.18782828282828282
39,class3_heavy,0.15,0.15,0.55,0.15,gaussian,1.5,0.15628856726130372,0.21979131605520028,0.25737686525300124,0.36654325143049477,0.02025252525252525,0.02595959595959596,0.030707070707070707,0.06257575757575758,0.02666666666666667,0.039191919191919194,0.04575757575757576,0.0844949494949495,0.03328282828282828,0.044848484848484846,0.05095959595959596,0.1,0.05914141414141414,0.08575757575757575,0.10171717171717172,0.18868686868686868
40,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11330595938297636,0.18466318943513482,0.22749972256131396,0.47453112862057484,0.01101010101010101,0.01717171717171717,0.021616161616161617,0.05232323232323232,0.01707070707070707,0.027121212121212122,0.03277777777777778,0.08944444444444444,0.021515151515151515,0.03368686868686869,0.04212121212121212,0.10818181818181818,0.05242424242424242,0.08823232323232323,0.10803030303030303,0.2772727272727273
41,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11772457720184494,0.17900285526026796,0.2149132440149352,0.4883593235229519,0.011717171717171718,0.017424242424242425,0.021111111111111112,0.05696969696969697,0.017777777777777778,0.02696969696969697,0.03217171717171717,0.08606060606060606,0.02090909090909091,0.03101010101010101,0.03732323232323232,0.10641414141414142,0.05702020202020202,0.08727272727272728,0.1048989898989899,0.28494949494949495
42,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.12018065653227583,0.1784534038334435,0.22020268781669972,0.48116325181758096,0.01202020202020202,0.018030303030303032,0.020606060606060607,0.05858585858585859,0.017474747474747476,0.025454545454545455,0.03297979797979798,0.08595959595959596,0.021717171717171718,0.03151515151515152,0.040303030303030306,0.10641414141414142,0.05757575757575758,0.08722222222222223,0.10621212121212122,0.2779292929292929
43,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.12333882482152664,0.17913234486545854,0.22273476112026358,0.47479406919275124,0.01207070707070707,0.019292929292929292,0.02196969696969697,0.05863636363636364,0.01691919191919192,0.02484848484848485,0.03434343434343434,0.08727272727272728,0.024444444444444446,0.034545454545454546,0.039292929292929296,0.1043939393939394,0.05904040404040404,0.08434343434343435,0.10732323232323232,0.27126262626262626
44,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11684722529294717,0.17676321025867786,0.22783550740658856,0.47855405704178644,0.010555555555555556,0.017222222222222222,0.022171717171717172,0.05606060606060606,0.01611111111111111,0.024292929292929293,0.03494949494949495,0.0848989898989899,0.021161616161616163,0.03398989898989899,0.041717171717171715,0.10919191919191919,0.05757575757575758,0.08434343434343435,0.10767676767676768,0.2780808080808081
45,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11578947368421053,0.18103070175438596,0.22149122807017543,0.4816885964912281,0.010454545454545454,0.018737373737373737,0.021363636363636362,0.0551010101010101,0.018636363636363635,0.02722222222222222,0.03409090909090909,0.0846969696969697,0.022272727272727274,0.032878787878787875,0.038181818181818185,0.1087878787878788,0.054191919191919194,0.08636363636363636,0.10828282828282829,0.27873737373737373
46,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11864406779661017,0.1865500273373428,0.219901585565883,0.474904319300164,0.012575757575757575,0.018737373737373737,0.020656565656565658,0.055757575757575756,0.01898989898989899,0.029393939393939392,0.03323232323232323,0.0892929292929293,0.02005050505050505,0.03393939393939394,0.04106060606060606,0.10646464646464647,0.05696969696969697,0.08853535353535354,0.10580808080808081,0.2685353535353535
47,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.11451222197753799,0.18641268443074213,0.22417969610218014,0.47489539748953974,0.010808080808080808,0.017727272727272727,0.021212121212121213,0.054343434343434346,0.01797979797979798,0.027777777777777776,0.03434343434343434,0.088989898989899,0.021161616161616163,0.03434343434343434,0.041767676767676766,0.10661616161616162,0.05383838383838384,0.08959595959595959,0.10611111111111111,0.2733838383838384
48,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.12202904929577464,0.1817781690140845,0.22513204225352113,0.4710607394366197,0.012727272727272728,0.017727272727272727,0.02176767676767677,0.05868686868686869,0.018333333333333333,0.027878787878787878,0.03267676767676768,0.08681818181818182,0.022171717171717172,0.03474747474747475,0.045,0.10257575757575757,0.057727272727272724,0.0848989898989899,0.10515151515151515,0.27111111111111114
49,class4_heavy,0.15,0.15,0.15,0.55,gaussian,1.5,0.12251619277637502,0.17619936326709848,0.21890438028323636,0.48238006367329017,0.012626262626262626,0.018737373737373737,0.02202020202020202,0.058333333333333334,0.02,0.026262626262626262,0.03116161616161616,0.08323232323232323,0.0198989898989899,0.032525252525252527,0.04196969696969697,0.10484848484848484,0.058787878787878785,0.08323232323232323,0.10404040404040404,0.2823232323232323
50,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21576560009807527,0.26149319602795146,0.227902415103592,0.2948387887703813,0.029747474747474748,0.03878787878787879,0.03358585858585859,0.0740909090909091,0.03893939393939394,0.044393939393939395,0.04040404040404041,0.08974747474747474,0.03313131313131313,0.04055555555555555,0.033484848484848485,0.07838383838383839,0.07333333333333333,0.0901010101010101,0.07833333333333334,0.182979797979798
51,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21405789990186458,0.2470559371933268,0.23098626104023554,0.3078999018645731,0.031363636363636364,0.03464646464646465,0.033383838383838384,0.07484848484848484,0.03393939393939394,0.041313131313131315,0.03747474747474747,0.08868686868686869,0.03282828282828283,0.037525252525252524,0.03585858585858586,0.08257575757575758,0.07641414141414142,0.08792929292929293,0.0809090909090909,0.1903030303030303
52,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.20922549859292794,0.2565765324850116,0.23553162853297444,0.298666340389086,0.029545454545454545,0.0345959595959596,0.03328282828282828,0.07338383838383838,0.03368686868686869,0.04575757575757576,0.040757575757575756,0.08949494949494949,0.033484848484848485,0.041363636363636366,0.03626262626262626,0.08131313131313131,0.0742929292929293,0.08792929292929293,0.08237373737373738,0.18247474747474748
53,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21344165435745938,0.249753815854259,0.23325947808961103,0.30354505169867063,0.02914141414141414,0.034444444444444444,0.032424242424242425,0.07742424242424242,0.03303030303030303,0.04116161616161616,0.040757575757575756,0.08808080808080808,0.03358585858585859,0.039191919191919194,0.03565656565656566,0.08085858585858585,0.07772727272727273,0.08792929292929293,0.08075757575757576,0.18782828282828282
54,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21747668139420717,0.2540500736377025,0.22778595974472263,0.3006872852233677,0.030353535353535355,0.03727272727272727,0.033434343434343435,0.07580808080808081,0.03722222222222222,0.04111111111111111,0.037575757575757575,0.09146464646464647,0.03368686868686869,0.03878787878787879,0.03414141414141414,0.07909090909090909,0.07606060606060606,0.08969696969696969,0.08035353535353536,0.18393939393939393
55,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21622613803230542,0.2488986784140969,0.2356828193832599,0.29919236417033773,0.03090909090909091,0.03494949494949495,0.03414141414141414,0.07666666666666666,0.036060606060606064,0.04156565656565656,0.039191919191919194,0.08595959595959596,0.032929292929292926,0.03883838383838384,0.03808080808080808,0.08313131313131313,0.07707070707070707,0.08853535353535354,0.08050505050505051,0.18146464646464647
56,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.20427872860635696,0.2617359413202934,0.22946210268948655,0.30452322738386306,0.029191919191919193,0.03601010101010101,0.03080808080808081,0.07136363636363637,0.036616161616161616,0.047525252525252526,0.04,0.08949494949494949,0.03095959595959596,0.04055555555555555,0.036464646464646464,0.07984848484848485,0.07045454545454545,0.0902020202020202,0.08005050505050505,0.19045454545454546
57,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.2085640457733481,0.25975144579795745,0.2339116525163037,0.2977728559123908,0.027878787878787878,0.03474747474747475,0.03085858585858586,0.07585858585858586,0.03737373737373737,0.04525252525252525,0.0398989898989899,0.08808080808080808,0.03267676767676768,0.040202020202020204,0.03696969696969697,0.08085858585858585,0.07171717171717172,0.09111111111111111,0.08217171717171717,0.18434343434343434
58,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.21659548505186088,0.2474679682733374,0.22916412446613788,0.3067724222086638,0.03207070707070707,0.03535353535353535,0.03409090909090909,0.07616161616161617,0.03439393939393939,0.04388888888888889,0.037070707070707073,0.08737373737373737,0.03398989898989899,0.038131313131313134,0.036060606060606064,0.07944444444444444,0.07696969696969697,0.08510101010101011,0.0809090909090909,0.18898989898989899
59,bimodal_1_3,0.4,0.1,0.4,0.1,gaussian,1.5,0.2150721800831906,0.24235380474675802,0.23929532664546121,0.30327868852459017,0.030404040404040406,0.035505050505050505,0.03565656565656566,0.07439393939393939,0.03277777777777778,0.03898989898989899,0.040252525252525255,0.08626262626262626,0.03505050505050505,0.040303030303030306,0.03702020202020202,0.08292929292929294,0.07732323232323232,0.08373737373737374,0.08232323232323233,0.18707070707070708
60,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,1.5,0.1825511432009627,0.2111913357400722,0.21600481347773767,0.39025270758122743,0.022373737373737372,0.026414141414141414,0.026767676767676767,0.07631313131313132,0.027171717171717173,0.030505050505050504,0.031313131313131314,0.08661616161616162,0.02722222222222222,0.03227272727272727,0.031414141414141415,0.08883838383838384,0.0753030303030303,0.08646464646464647,0.0893939393939394,0.24161616161616162
61,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,1.5,0.18148864185596908,0.2126631222812953,0.2210004833252779,0.38484775253745773,0.021565656565656566,0.025,0.02722222222222222,0.07631313131313132,0.027121212121212122,0.030757575757575758,0.03171717171717172,0.08621212121212121,0.02696969696969697,0.03515151515151515,0.03217171717171717,0.08853535353535354,0.07469696969696969,0.0853030303030303,0.09161616161616161,0.23964646464646464
62,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,1.5,0.18407658749394087,0.21182743577314592,0.21619001454192924,0.387905962190984,0.023181818181818182,0.027424242424242424,0.027626262626262627,0.07328282828282828,0.025353535353535354,0.03191919191919192,0.031363636363636364,0.08565656565656565,0.02616161616161616,0.03196969696969697,0.030404040404040406,0.09005050505050505,0.07732323232323232,0.08348484848484848,0.08914141414141415,0.24565656565656566
63,bimodal_1_4,0.4,0.1,0.1,0.4,gaussian,1.5,0.1774583232664895,0.20838366755254892,0.21853104614641217,0.3956269630345494,0.021262626262626264,0.023585858585858585,0.026464646464646465,0.0754040404040404,0.024393939393939395,0.0301010101010101,0.03262626262626263,0.08555555555555555,0.027828282828282827,0.03191919191919192,0.03126262626262626,0.08954545454545454,0.07363636363636364,0.08686868686868687,0.09080808080808081,0.24873737373737373
